# http://ref.x86asm.net/geek64-abc.html
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| mnemonic           | op1  | op2  | op3  | op4 | iext      | pf     | 0F     | po     | so     | flds     | o     | proc     | st       | m     | rl      | x     | grp1        | grp2                 | grp3         | tested f     | modif f       | def f         | undef f      | f values                                         | description, notes                                                          |
| MOVMSKPD           | Gdqp | Upd  |      |     | sse2      | 66     | 0F     | 50     |        |          | r     |          |          |       |         |       | pcksclr     | datamov              |              |              |               |               |              |                                                  | Extract Packed Double-FP Sign Mask                                          |
| MOVMSKPS           | Gdqp | Ups  |      |     | sse1      |        | 0F     | 50     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Extract Packed Single-FP Sign Mask                                          |
| MOVNTDQ            | Mdq  | Vdq  |      |     | sse2      | 66     | 0F     | E7     |        |          | r     |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Store Double Quadword Using Non-Temporal Hint                               |
| MOVNTI             | Mdqp | Gdqp |      |     | sse2      |        | 0F     | C3     |        |          | r     |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Store Doubleword Using Non-Temporal Hint                                    |
| MOVNTPD            | Mpd  | Vpd  |      |     | sse2      | 66     | 0F     | 2B     |        |          | r     |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Store Packed Double-FP Values Using Non-Temporal Hint                       |
| MOVNTPS            | Mps  | Vps  |      |     | sse1      |        | 0F     | 2B     |        |          | r     |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Store Packed Single-FP Values Using Non-Temporal Hint                       |
| MOVNTQ             | Mq   | Pq   |      |     | sse1      |        | 0F     | E7     |        |          | r     |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Store of Quadword Using Non-Temporal Hint                                   |
| MOVQ               | Pq   | Qq   |      |     | mmx       |        | 0F     | 6F     |        |          | r     |          |          |       |         |       | datamov     |                      |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ               | Vq   | Wq   |      |     | sse2      | F3     | 0F     | 7E     |        |          | r     |          |          |       |         |       | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ               | Qq   | Pq   |      |     | mmx       |        | 0F     | 7F     |        |          | r     |          |          |       |         |       | datamov     |                      |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ               | Wq   | Vq   |      |     | sse2      | 66     | 0F     | D6     |        |          | r     |          |          |       |         |       | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ2DQ            | Vdq  | Nq   |      |     | sse2      | F3     | 0F     | D6     |        |          | r     |          |          |       |         |       | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword from MMX Technology to XMM Register                           |
| MOVS               | Yb   | Xb   |      |     | /2.       | /2.    | /2.    | /2. A4 | /2.    | /2. w    | /2.   | /2.      | /2.      | /2.   | /2.     | /2.   | /2. gen     | \2/2. datamov string | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Move Data from String to String              |                                                                             |
| MOVSB              | Yb   | Xb   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVS               | Yvqp | Xvqp |      |     | /4.       | /4.    | /4.    | /4. A5 | /4.    | /4. W    | /4.   | /4.      | /4.      | /4. E | /4.     | /4.   | /4. gen     | \2/4. datamov string | /4. .d...... | /4.          | /4.           | /4.           | /4.          | /4. Move Data from String to String              |                                                                             |
| MOVSW              | Ywo  | Xwo  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVSD              | Ydo  | Xdo  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVSQ              | Yqp  | Xqp  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVSD              | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 10     |        |          | r     |          |          |       |         |       | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Scalar Double-FP Value                                                 |
| MOVSD              | Wsd  | Vsd  |      |     | sse2      | F2     | 0F     | 11     |        |          | r     |          |          |       |         |       | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Scalar Double-FP Value                                                 |
| MOVSHDUP           | Vq   | Wq   |      |     | sse3      | F3     | 0F     | 16     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Packed Single-FP High and Duplicate                                    |
| MOVSLDUP           | Vq   | Wq   |      |     | sse3      | F3     | 0F     | 12     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Packed Single-FP Low and Duplicate                                     |
| MOVSS              | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 10     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Scalar Single-FP Values                                                |
| MOVSS              | Wss  | Vss  |      |     | sse1      | F3     | 0F     | 11     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Scalar Single-FP Values                                                |
| MOVSX              | Gvqp | Eb   |      |     |           |        | 0F     | BE     |        | Dw       | r     |          |          |       |         |       | gen         | conver               |              |              |               |               |              |                                                  | Move with Sign-Extension                                                    |
| MOVSX              | Gvqp | Ew   |      |     |           |        | 0F     | BF     |        | DW       | r     |          |          |       |         |       | gen         | conver               |              |              |               |               |              |                                                  | Move with Sign-Extension                                                    |
| MOVSXD             | Gdqp | Ed   |      |     |           |        |        | 63     |        | D        | r     |          |          | E     |         |       | gen         | conver               |              |              |               |               |              |                                                  | Move with Sign-Extension                                                    |
| MOVUPD             | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 10     |        |          | r     |          |          |       |         |       | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Double-FP Value                                       |
| MOVUPD             | Wpd  | Vpd  |      |     | sse2      | 66     | 0F     | 11     |        |          | r     |          |          |       |         |       | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Double-FP Values                                      |
| MOVUPS             | Vps  | Wps  |      |     | sse1      |        | 0F     | 10     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Single-FP Values                                      |
| MOVUPS             | Wps  | Vps  |      |     | sse1      |        | 0F     | 11     |        |          | r     |          |          |       |         |       | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Single-FP Values                                      |
| MOVZX              | Gvqp | Eb   |      |     |           |        | 0F     | B6     |        | Dw       | r     |          |          |       |         |       | gen         | conver               |              |              |               |               |              |                                                  | Move with Zero-Extend                                                       |
| MOVZX              | Gvqp | Ew   |      |     |           |        | 0F     | B7     |        | DW       | r     |          |          |       |         |       | gen         | conver               |              |              |               |               |              |                                                  | Move with Zero-Extend                                                       |
| MPSADBW            | Vdq  | Wdq  | Ib   |     | sse41     | 66     | 0F     | 3A     | 42     |          | r     | C2++     | D 33     |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Compute Multiple Packed Sums of Absolute Difference                         |
| MUL                | AX   | AL   | Eb   |     |           |        |        | F6     |        | w        | 4     |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o......c      | ...szap.     |                                                  | Unsigned Multiply                                                           |
| MUL                | rDX  | rAX  | Evqp |     |           |        |        | F7     |        | W        | 4     |          |          |       |         |       | gen         | arith                | binary       |              | o..szapc      | o......c      | ...szap.     |                                                  | Unsigned Multiply                                                           |
| MULPD              | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 59     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Multiply Packed Double-FP Values                                            |
| MULPS              | Vps  | Wps  |      |     | sse1      |        | 0F     | 59     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Multiply Packed Single-FP Values                                            |
| MULSD              | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 59     |        |          | r     |          |          |       |         |       | pcksclr     | arith                |              |              |               |               |              |                                                  | Multiply Scalar Double-FP Values                                            |
| MULSS              | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 59     |        |          | r     |          |          |       |         |       | simdfp      | arith                |              |              |               |               |              |                                                  | Multiply Scalar Single-FP Value                                             |
| MWAIT              | EAX  | ECX  |      |     | sse3      |        | 0F     | 01     | C9     |          | 1     |          |          |       | 0       |       | sync        |                      |              |              |               |               |              |                                                  | Monitor Wait                                                                |
| NEG                | Eb   |      |      |     |           |        |        | F6     |        | w        | 3     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Two's Complement Negation                                                   |
| NEG                | Evqp |      |      |     |           |        |        | F7     |        | W        | 3     |          |          |       |         | L     | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Two's Complement Negation                                                   |
| NOP                |      |      |      |     |           |        |        | 90     |        |          |       |          | D 1      |       |         |       | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOP                | Ev   |      |      |     |           |        | 0F     | 0D     |        |          |       |          | M 15     |       |         |       | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOP                | Ev   |      |      |     |           |        | 0F     | 1F     |        |          | 0     |          |          |       |         |       | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOT                | Eb   |      |      |     |           |        |        | F6     |        | w        | 2     |          |          |       |         | L     | gen         | logical              |              |              |               |               |              |                                                  | One's Complement Negation                                                   |
| NOT                | Evqp |      |      |     |           |        |        | F7     |        | W        | 2     |          |          |       |         | L     | gen         | logical              |              |              |               |               |              |                                                  | One's Complement Negation                                                   |
| OR                 | Eb   | Gb   |      |     |           |        |        | 08     |        | dw       | r     |          |          |       |         | L     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Evqp | Gvqp |      |     |           |        |        | 09     |        | dW       | r     |          |          |       |         | L     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Gb   | Eb   |      |     |           |        |        | 0A     |        | Dw       | r     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Gvqp | Evqp |      |     |           |        |        | 0B     |        | DW       | r     |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | AL   | Ib   |      |     |           |        |        | 0C     |        | w        |       |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | rAX  | Ivds |      |     |           |        |        | 0D     |        | W        |       |          |          |       |         |       | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Eb   | Ib   |      |     |           |        |        | 80     |        | w        | 1     |          |          |       |         | L     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Evqp | Ivds |      |     |           |        |        | 81     |        | W        | 1     |          |          |       |         | L     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                 | Evqp | Ibs  |      |     |           |        |        | 83     |        | SW       | 1     |          |          |       |         | L     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| ORPD               | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 56     |        |          | r     |          |          |       |         |       | pcksclr     | logical              |              |              |               |               |              |                                                  | Bitwise Logical OR of Double-FP Values                                      |
| ORPS               | Vps  | Wps  |      |     | sse1      |        | 0F     | 56     |        |          | r     |          |          |       |         |       | simdfp      | logical              |              |              |               |               |              |                                                  | Bitwise Logical OR of Single-FP Values                                      |
| OUT                | Ib   | AL   |      |     |           |        |        | E6     |        | w        |       |          |          |       | f 1     |       | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                | Ib   | eAX  |      |     |           |        |        | E7     |        | W        |       |          |          |       | f 1     |       | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                | DX   | AL   |      |     |           |        |        | EE     |        | w        |       |          |          |       | f 1     |       | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                | DX   | eAX  |      |     |           |        |        | EF     |        | W        |       |          |          |       | f 1     |       | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUTS               | DX   | Xb   |      |     | /2.       | /2.    | /2.    | /2. 6E | /2.    | /2. w    | /2.   | /2.      | /2.      | /2.   | /2. f 1 | /2.   | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSB              | DX   | Xb   |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| OUTS               | DX   | Xwo  |      |     | /2.       | /2.    | /2.    | /2. 6F | /2.    | /2. W    | /2.   | /2.      | /2.      | /2.   | /2. f 1 | /2.   | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSW              | DX   | Xwo  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| OUTS               | DX   | Xv   |      |     | /2.       | /2.    | /2.    | /2. 6F | /2.    | /2. W    | /2.   | /2.      | /2.      | /2.   | /2. f 1 | /2.   | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSD              | DX   | Xdo  |      |     |           |        |        |        |        |          |       |          |          |       |         |       |             |                      |              |              |               |               |              |                                                  |                                                                             |
| PACKSSDW           | Pq   | Qq   |      |     | mmx       |        | 0F     | 6B     |        |          | r     |          |          |       |         |       | conver      |                      |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSDW           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 6B     |        |          | r     |          |          |       |         |       | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSWB           | Pq   | Qd   |      |     | mmx       |        | 0F     | 63     |        |          | r     |          |          |       |         |       | conver      |                      |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSWB           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 63     |        |          | r     |          |          |       |         |       | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKUSWB           | Pq   | Qq   |      |     | mmx       |        | 0F     | 67     |        |          | r     |          |          |       |         |       | conver      |                      |              |              |               |               |              |                                                  | Pack with Unsigned Saturation                                               |
| PACKUSWB           | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 67     |        |          | r     |          |          |       |         |       | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Unsigned Saturation                                               |
| PADDB              | Pq   | Qq   |      |     | mmx       |        | 0F     | FC     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDB              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FC     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDD              | Pq   | Qq   |      |     | mmx       |        | 0F     | FE     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDD              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FE     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDQ              | Pq   | Qq   |      |     | sse2      |        | 0F     | D4     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Quadword Integers                                                |
| PADDQ              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D4     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Quadword Integers                                                |
| PADDSB             | Pq   | Qq   |      |     | mmx       |        | 0F     | EC     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSB             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | EC     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSW             | Pq   | Qq   |      |     | mmx       |        | 0F     | ED     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSW             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | ED     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDUSB            | Pq   | Qq   |      |     | mmx       |        | 0F     | DC     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSB            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DC     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSW            | Pq   | Qq   |      |     | mmx       |        | 0F     | DD     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSW            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DD     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDW              | Pq   | Qq   |      |     | mmx       |        | 0F     | FD     |        |          | r     |          |          |       |         |       | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDW              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FD     |        |          | r     |          |          |       |         |       | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PALIGNR            | Pq   | Qq   |      |     | ssse3     |        | 0F     | 3A     | 0F     |          | r     | C2+      |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Packed Align Right                                                          |
| PALIGNR            | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 3A     | 0F     |          | r     | C2+      |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Packed Align Right                                                          |
| PAND               | Pq   | Qd   |      |     | mmx       |        | 0F     | DB     |        |          | r     |          |          |       |         |       | logical     |                      |              |              |               |               |              |                                                  | Logical AND                                                                 |
| PAND               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DB     |        |          | r     |          |          |       |         |       | simdint     | logical              |              |              |               |               |              |                                                  | Logical AND                                                                 |
| PANDN              | Pq   | Qq   |      |     | mmx       |        | 0F     | DF     |        |          | r     |          |          |       |         |       | logical     |                      |              |              |               |               |              |                                                  | Logical AND NOT                                                             |
| PANDN              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DF     |        |          | r     |          |          |       |         |       | simdint     | logical              |              |              |               |               |              |                                                  | Logical AND NOT                                                             |
| PAUSE              |      |      |      |     | sse2      | F3     |        | 90     |        |          |       |          |          |       |         |       | cachect     |                      |              |              |               |               |              |                                                  | Spin Loop Hint                                                              |
| PAVGB              | Pq   | Qq   |      |     | sse1      |        | 0F     | E0     |        |          | r     |          |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Average Packed Integers                                                     |
| PAVGB              | Vdq  | Wdq  |      |     | sse1      | 66     | 0F     | E0     |        |          | r     |          |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Average Packed Integers                                                     |
| PAVGW              | Pq   | Qq   |      |     | sse1      |        | 0F     | E3     |        |          | r     |          |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Average Packed Integers                                                     |
| PAVGW              | Vdq  | Wdq  |      |     | sse1      | 66     | 0F     | E3     |        |          | r     |          |          |       |         |       | simdint     |                      |              |              |               |               |              |                                                  | Average Packed Integers                                                     |
| PBLENDW            | Vdq  | Wdq  | Ib   |     | sse41     | 66     | 0F     | 3A     | 0E     |          | r     | C2++     | D 33     |       |         |       | simdint     | datamov              |              |              |               |               |              |                                                  | Blend Packed Words                                                          |
| PCMPEQB            | Pq   | Qq   |      |     | mmx       |        | 0F     | 74     |        |          | r     |          |          |       |         |       | compar      |                      |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPEQB            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 74     |        |          | r     |          |          |       |         |       | simdint     | compar               |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPEQD            | Pq   | Qq   |      |     | mmx       |        | 0F     | 76     |        |          | r     |          |          |       |         |       | compar      |                      |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPEQD            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 76     |        |          | r     |          |          |       |         |       | simdint     | compar               |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPEQW            | Pq   | Qq   |      |     | mmx       |        | 0F     | 75     |        |          | r     |          |          |       |         |       | compar      |                      |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPEQW            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 75     |        |          | r     |          |          |       |         |       | simdint     | compar               |              |              |               |               |              |                                                  | Compare Packed Data for Equal                                               |
| PCMPESTRI          | rCX  | Vdq  | Wdq  | ... | sse42     | 66     | 0F     | 3A     | 61     |          | r     | C2++     | D 33     |       |         |       | strtxt      |                      |              |              | o..szapc      | o..szapc      |              | .....ap.                                         | Packed Compare Explicit Length Strings, Return Index                        |
| PCMPESTRM          | XMM0 | Vdq  | Wdq  | ... | sse42     | 66     | 0F     | 3A     | 60     |          | r     | C2++     | D 33     |       |         |       | strtxt      |                      |              |              | o..szapc      | o..szapc      |              | .....ap.                                         | Packed Compare Explicit Length Strings, Return Mask                         |
