| Index | Operand | Instruction       | Sig                                           | OpCode                        | Type    | Data     | Reg   | Mem    | MemSize | MemSeg | MemOff | MemFar | Imm | RwxIndex | RwxWidth |
| 2366  | 0       | vinserti32x4      | vinserti32x4 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W0 38 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2366  | 1       | vinserti32x4      | vinserti32x4 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W0 38 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2366  | 2       | vinserti32x4      | vinserti32x4 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W0 38 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2366  | 3       | vinserti32x4      | vinserti32x4 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W0 38 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2367  | 0       | vinserti32x4      | vinserti32x4 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W0 38 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2367  | 1       | vinserti32x4      | vinserti32x4 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W0 38 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2367  | 2       | vinserti32x4      | vinserti32x4 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W0 38 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2367  | 3       | vinserti32x4      | vinserti32x4 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W0 38 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2368  | 0       | vinserti32x8      | vinserti32x8 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W0 3A /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2368  | 1       | vinserti32x8      | vinserti32x8 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W0 3A /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2368  | 2       | vinserti32x8      | vinserti32x8 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W0 3A /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2368  | 3       | vinserti32x8      | vinserti32x8 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W0 3A /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2369  | 0       | vinserti64x2      | vinserti64x2 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W1 38 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2369  | 1       | vinserti64x2      | vinserti64x2 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W1 38 /r ib  | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2369  | 2       | vinserti64x2      | vinserti64x2 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W1 38 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2369  | 3       | vinserti64x2      | vinserti64x2 ymm,ymm,xmm/m,ib/ub              | EVEX.256.66.0F3A.W1 38 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2370  | 0       | vinserti64x2      | vinserti64x2 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W1 38 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2370  | 1       | vinserti64x2      | vinserti64x2 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W1 38 /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2370  | 2       | vinserti64x2      | vinserti64x2 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W1 38 /r ib  | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2370  | 3       | vinserti64x2      | vinserti64x2 zmm,zmm,xmm/m,ib/ub              | EVEX.512.66.0F3A.W1 38 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2371  | 0       | vinserti64x4      | vinserti64x4 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W1 3A /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2371  | 1       | vinserti64x4      | vinserti64x4 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W1 3A /r ib  | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2371  | 2       | vinserti64x4      | vinserti64x4 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W1 3A /r ib  | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2371  | 3       | vinserti64x4      | vinserti64x4 zmm,zmm,ymm/m,ib/ub              | EVEX.512.66.0F3A.W1 3A /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2372  | 0       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | VEX.128.66.0F3A.WIG 21 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2372  | 1       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | VEX.128.66.0F3A.WIG 21 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2372  | 2       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | VEX.128.66.0F3A.WIG 21 /r ib  | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2372  | 3       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | VEX.128.66.0F3A.WIG 21 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2373  | 0       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | EVEX.128.66.0F3A.W0 21 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2373  | 1       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | EVEX.128.66.0F3A.W0 21 /r ib  | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2373  | 2       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | EVEX.128.66.0F3A.W0 21 /r ib  | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2373  | 3       | vinsertps         | vinsertps xmm,xmm,xmm/m,ib/ub                 | EVEX.128.66.0F3A.W0 21 /r ib  |         | ib/ub    |       |        | -1      |        | false  | false  | 8   | -1       | -1       |
| 2374  | 0       | vlddqu            | vlddqu xmm,m                                  | VEX.128.F2.0F.WIG F0 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2374  | 1       | vlddqu            | vlddqu xmm,m                                  | VEX.128.F2.0F.WIG F0 /r       | mem     | m128     |       | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2375  | 0       | vlddqu            | vlddqu ymm,m                                  | VEX.256.F2.0F.WIG F0 /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2375  | 1       | vlddqu            | vlddqu ymm,m                                  | VEX.256.F2.0F.WIG F0 /r       | mem     | m256     |       | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2376  | 0       | vldmxcsr          | vldmxcsr m                                    | VEX.LZ.0F.WIG AE /2           | mem     | m32      |       | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2377  | 0       | vmaskmovdqu       | vmaskmovdqu xmm,xmm,[zdi]                     | VEX.128.66.0F.WIG F7 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2377  | 1       | vmaskmovdqu       | vmaskmovdqu xmm,xmm,[zdi]                     | VEX.128.66.0F.WIG F7 /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2377  | 2       | vmaskmovdqu       | vmaskmovdqu xmm,xmm,[zdi]                     | VEX.128.66.0F.WIG F7 /r       | reg     | ds:zdi   | zdi   |        | -1      | ds     | false  | false  | 0   | -1       | -1       |
| 2378  | 0       | vmaskmovpd        | vmaskmovpd m,xmm,xmm                          | VEX.128.66.0F38.W0 2F /r      | mem     | m128     |       | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2378  | 1       | vmaskmovpd        | vmaskmovpd m,xmm,xmm                          | VEX.128.66.0F38.W0 2F /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2378  | 2       | vmaskmovpd        | vmaskmovpd m,xmm,xmm                          | VEX.128.66.0F38.W0 2F /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2379  | 0       | vmaskmovpd        | vmaskmovpd m,ymm,ymm                          | VEX.256.66.0F38.W0 2F /r      | mem     | m256     |       | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2379  | 1       | vmaskmovpd        | vmaskmovpd m,ymm,ymm                          | VEX.256.66.0F38.W0 2F /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2379  | 2       | vmaskmovpd        | vmaskmovpd m,ymm,ymm                          | VEX.256.66.0F38.W0 2F /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2380  | 0       | vmaskmovpd        | vmaskmovpd xmm,xmm,m                          | VEX.128.66.0F38.W0 2D /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2380  | 1       | vmaskmovpd        | vmaskmovpd xmm,xmm,m                          | VEX.128.66.0F38.W0 2D /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2380  | 2       | vmaskmovpd        | vmaskmovpd xmm,xmm,m                          | VEX.128.66.0F38.W0 2D /r      | mem     | m128     |       | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2381  | 0       | vmaskmovpd        | vmaskmovpd ymm,ymm,m                          | VEX.256.66.0F38.W0 2D /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2381  | 1       | vmaskmovpd        | vmaskmovpd ymm,ymm,m                          | VEX.256.66.0F38.W0 2D /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2381  | 2       | vmaskmovpd        | vmaskmovpd ymm,ymm,m                          | VEX.256.66.0F38.W0 2D /r      | mem     | m256     |       | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2382  | 0       | vmaskmovps        | vmaskmovps m,xmm,xmm                          | VEX.128.66.0F38.W0 2E /r      | mem     | m128     |       | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2382  | 1       | vmaskmovps        | vmaskmovps m,xmm,xmm                          | VEX.128.66.0F38.W0 2E /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2382  | 2       | vmaskmovps        | vmaskmovps m,xmm,xmm                          | VEX.128.66.0F38.W0 2E /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2383  | 0       | vmaskmovps        | vmaskmovps m,ymm,ymm                          | VEX.256.66.0F38.W0 2E /r      | mem     | m256     |       | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2383  | 1       | vmaskmovps        | vmaskmovps m,ymm,ymm                          | VEX.256.66.0F38.W0 2E /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2383  | 2       | vmaskmovps        | vmaskmovps m,ymm,ymm                          | VEX.256.66.0F38.W0 2E /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2384  | 0       | vmaskmovps        | vmaskmovps xmm,xmm,m                          | VEX.128.66.0F38.W0 2C /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2384  | 1       | vmaskmovps        | vmaskmovps xmm,xmm,m                          | VEX.128.66.0F38.W0 2C /r      | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2384  | 2       | vmaskmovps        | vmaskmovps xmm,xmm,m                          | VEX.128.66.0F38.W0 2C /r      | mem     | m128     |       | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2385  | 0       | vmaskmovps        | vmaskmovps ymm,ymm,m                          | VEX.256.66.0F38.W0 2C /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2385  | 1       | vmaskmovps        | vmaskmovps ymm,ymm,m                          | VEX.256.66.0F38.W0 2C /r      | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2385  | 2       | vmaskmovps        | vmaskmovps ymm,ymm,m                          | VEX.256.66.0F38.W0 2C /r      | mem     | m256     |       | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2386  | 0       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2386  | 1       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2386  | 2       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5F /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2387  | 0       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5F /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2387  | 1       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5F /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2387  | 2       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5F /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2388  | 0       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2388  | 1       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2388  | 2       | vmaxpd            | vmaxpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5F /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2389  | 0       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5F /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2389  | 1       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5F /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2389  | 2       | vmaxpd            | vmaxpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5F /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2390  | 0       | vmaxpd            | vmaxpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5F /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2390  | 1       | vmaxpd            | vmaxpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5F /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2390  | 2       | vmaxpd            | vmaxpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5F /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2391  | 0       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5F /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2391  | 1       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5F /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2391  | 2       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5F /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2392  | 0       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5F /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2392  | 1       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5F /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2392  | 2       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5F /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2393  | 0       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5F /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2393  | 1       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5F /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2393  | 2       | vmaxps            | vmaxps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5F /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2394  | 0       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5F /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2394  | 1       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5F /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2394  | 2       | vmaxps            | vmaxps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5F /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2395  | 0       | vmaxps            | vmaxps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5F /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2395  | 1       | vmaxps            | vmaxps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5F /r          | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2395  | 2       | vmaxps            | vmaxps zmm,zmm,zmm/m                          | EVEX.512.0F.W0 5F /r          | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2396  | 0       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2396  | 1       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2396  | 2       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | VEX.LIG.F2.0F.WIG 5F /r       | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2397  | 0       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2397  | 1       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2397  | 2       | vmaxsd            | vmaxsd xmm,xmm,xmm/m                          | EVEX.LIG.F2.0F.W1 5F /r       | reg/mem | xmm/m64  | xmm   | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2398  | 0       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2398  | 1       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2398  | 2       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | VEX.LIG.F3.0F.WIG 5F /r       | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2399  | 0       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2399  | 1       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5F /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2399  | 2       | vmaxss            | vmaxss xmm,xmm,xmm/m                          | EVEX.LIG.F3.0F.W0 5F /r       | reg/mem | xmm/m32  | xmm   | m32    | 32      |        | false  | false  | 0   | 0        | 32       |
| 2401  | 0       | vmclear           | vmclear m                                     | 66 0F C7 /6                   | mem     | m64      |       | m64    | 64      |        | false  | false  | 0   | 0        | 64       |
| 2403  | 0       | vminpd            | vminpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2403  | 1       | vminpd            | vminpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2403  | 2       | vminpd            | vminpd xmm,xmm,xmm/m                          | VEX.128.66.0F.WIG 5D /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2404  | 0       | vminpd            | vminpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5D /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2404  | 1       | vminpd            | vminpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5D /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2404  | 2       | vminpd            | vminpd ymm,ymm,ymm/m                          | VEX.256.66.0F.WIG 5D /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2405  | 0       | vminpd            | vminpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2405  | 1       | vminpd            | vminpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5D /r       | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2405  | 2       | vminpd            | vminpd xmm,xmm,xmm/m                          | EVEX.128.66.0F.W1 5D /r       | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2406  | 0       | vminpd            | vminpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5D /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2406  | 1       | vminpd            | vminpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5D /r       | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2406  | 2       | vminpd            | vminpd ymm,ymm,ymm/m                          | EVEX.256.66.0F.W1 5D /r       | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2407  | 0       | vminpd            | vminpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5D /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2407  | 1       | vminpd            | vminpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5D /r       | reg     | zmm      | zmm   |        | -1      |        | false  | false  | 0   | 0        | 512      |
| 2407  | 2       | vminpd            | vminpd zmm,zmm,zmm/m                          | EVEX.512.66.0F.W1 5D /r       | reg/mem | zmm/m512 | zmm   | m512   | 512     |        | false  | false  | 0   | 0        | 512      |
| 2408  | 0       | vminps            | vminps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5D /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2408  | 1       | vminps            | vminps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5D /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2408  | 2       | vminps            | vminps xmm,xmm,xmm/m                          | VEX.128.0F.WIG 5D /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2409  | 0       | vminps            | vminps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5D /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2409  | 1       | vminps            | vminps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5D /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2409  | 2       | vminps            | vminps ymm,ymm,ymm/m                          | VEX.256.0F.WIG 5D /r          | reg/mem | ymm/m256 | ymm   | m256   | 256     |        | false  | false  | 0   | 0        | 256      |
| 2410  | 0       | vminps            | vminps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5D /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2410  | 1       | vminps            | vminps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5D /r          | reg     | xmm      | xmm   |        | -1      |        | false  | false  | 0   | 0        | 128      |
| 2410  | 2       | vminps            | vminps xmm,xmm,xmm/m                          | EVEX.128.0F.W0 5D /r          | reg/mem | xmm/m128 | xmm   | m128   | 128     |        | false  | false  | 0   | 0        | 128      |
| 2411  | 0       | vminps            | vminps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5D /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
| 2411  | 1       | vminps            | vminps ymm,ymm,ymm/m                          | EVEX.256.0F.W0 5D /r          | reg     | ymm      | ymm   |        | -1      |        | false  | false  | 0   | 0        | 256      |
