Mnemonic         | Expression                     | Instruction                              | Modes            | CpuId      | OpCodeId  
VFNMADD213PS     | EVEX.256.66.0F38.W0 AC /r      | VFNMADD213PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmadd213ps_ymm_k1z_ymm_ymmm256b32
VFNMADD213PS     | EVEX.512.66.0F38.W0 AC /r      | VFNMADD213PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd213ps_zmm_k1z_zmm_zmmm512b32_er
VFNMADD213SD     | VEX.LIG.66.0F38.W1 AD /r       | VFNMADD213SD xmm1, xmm2, xmm3/m64        | 16/32/64-bit     | FMA        | VEX_Vfnmadd213sd_xmm_xmm_xmmm64
VFNMADD213SD     | EVEX.LIG.66.0F38.W1 AD /r      | VFNMADD213SD xmm1 {k1}{z}, xmm2, xmm3/m64{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd213sd_xmm_k1z_xmm_xmmm64_er
VFNMADD213SS     | VEX.LIG.66.0F38.W0 AD /r       | VFNMADD213SS xmm1, xmm2, xmm3/m32        | 16/32/64-bit     | FMA        | VEX_Vfnmadd213ss_xmm_xmm_xmmm32
VFNMADD213SS     | EVEX.LIG.66.0F38.W0 AD /r      | VFNMADD213SS xmm1 {k1}{z}, xmm2, xmm3/m32{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd213ss_xmm_k1z_xmm_xmmm32_er
VFNMADD231PD     | VEX.128.66.0F38.W1 BC /r       | VFNMADD231PD xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmadd231pd_xmm_xmm_xmmm128
VFNMADD231PD     | VEX.256.66.0F38.W1 BC /r       | VFNMADD231PD ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmadd231pd_ymm_ymm_ymmm256
VFNMADD231PD     | EVEX.128.66.0F38.W1 BC /r      | VFNMADD231PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmadd231pd_xmm_k1z_xmm_xmmm128b64
VFNMADD231PD     | EVEX.256.66.0F38.W1 BC /r      | VFNMADD231PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmadd231pd_ymm_k1z_ymm_ymmm256b64
VFNMADD231PD     | EVEX.512.66.0F38.W1 BC /r      | VFNMADD231PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd231pd_zmm_k1z_zmm_zmmm512b64_er
VFNMADD231PS     | VEX.128.66.0F38.W0 BC /r       | VFNMADD231PS xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmadd231ps_xmm_xmm_xmmm128
VFNMADD231PS     | VEX.256.66.0F38.W0 BC /r       | VFNMADD231PS ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmadd231ps_ymm_ymm_ymmm256
VFNMADD231PS     | EVEX.128.66.0F38.W0 BC /r      | VFNMADD231PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmadd231ps_xmm_k1z_xmm_xmmm128b32
VFNMADD231PS     | EVEX.256.66.0F38.W0 BC /r      | VFNMADD231PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmadd231ps_ymm_k1z_ymm_ymmm256b32
VFNMADD231PS     | EVEX.512.66.0F38.W0 BC /r      | VFNMADD231PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd231ps_zmm_k1z_zmm_zmmm512b32_er
VFNMADD231SD     | VEX.LIG.66.0F38.W1 BD /r       | VFNMADD231SD xmm1, xmm2, xmm3/m64        | 16/32/64-bit     | FMA        | VEX_Vfnmadd231sd_xmm_xmm_xmmm64
VFNMADD231SD     | EVEX.LIG.66.0F38.W1 BD /r      | VFNMADD231SD xmm1 {k1}{z}, xmm2, xmm3/m64{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd231sd_xmm_k1z_xmm_xmmm64_er
VFNMADD231SS     | VEX.LIG.66.0F38.W0 BD /r       | VFNMADD231SS xmm1, xmm2, xmm3/m32        | 16/32/64-bit     | FMA        | VEX_Vfnmadd231ss_xmm_xmm_xmmm32
VFNMADD231SS     | EVEX.LIG.66.0F38.W0 BD /r      | VFNMADD231SS xmm1 {k1}{z}, xmm2, xmm3/m32{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmadd231ss_xmm_k1z_xmm_xmmm32_er
VFNMADDPD        | VEX.128.66.0F3A.W0 79 /r /is4  | VFNMADDPD xmm1, xmm2, xmm3/m128, xmm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddpd_xmm_xmm_xmmm128_xmm
VFNMADDPD        | VEX.256.66.0F3A.W0 79 /r /is4  | VFNMADDPD ymm1, ymm2, ymm3/m256, ymm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddpd_ymm_ymm_ymmm256_ymm
VFNMADDPD        | VEX.128.66.0F3A.W1 79 /r /is4  | VFNMADDPD xmm1, xmm2, xmm3, xmm4/m128    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddpd_xmm_xmm_xmm_xmmm128
VFNMADDPD        | VEX.256.66.0F3A.W1 79 /r /is4  | VFNMADDPD ymm1, ymm2, ymm3, ymm4/m256    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddpd_ymm_ymm_ymm_ymmm256
VFNMADDPS        | VEX.128.66.0F3A.W0 78 /r /is4  | VFNMADDPS xmm1, xmm2, xmm3/m128, xmm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddps_xmm_xmm_xmmm128_xmm
VFNMADDPS        | VEX.256.66.0F3A.W0 78 /r /is4  | VFNMADDPS ymm1, ymm2, ymm3/m256, ymm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddps_ymm_ymm_ymmm256_ymm
VFNMADDPS        | VEX.128.66.0F3A.W1 78 /r /is4  | VFNMADDPS xmm1, xmm2, xmm3, xmm4/m128    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddps_xmm_xmm_xmm_xmmm128
VFNMADDPS        | VEX.256.66.0F3A.W1 78 /r /is4  | VFNMADDPS ymm1, ymm2, ymm3, ymm4/m256    | 16/32/64-bit     | FMA4       | VEX_Vfnmaddps_ymm_ymm_ymm_ymmm256
VFNMADDSD        | VEX.LIG.66.0F3A.W0 7B /r /is4  | VFNMADDSD xmm1, xmm2, xmm3/m64, xmm4     | 16/32/64-bit     | FMA4       | VEX_Vfnmaddsd_xmm_xmm_xmmm64_xmm
VFNMADDSD        | VEX.LIG.66.0F3A.W1 7B /r /is4  | VFNMADDSD xmm1, xmm2, xmm3, xmm4/m64     | 16/32/64-bit     | FMA4       | VEX_Vfnmaddsd_xmm_xmm_xmm_xmmm64
VFNMADDSS        | VEX.LIG.66.0F3A.W0 7A /r /is4  | VFNMADDSS xmm1, xmm2, xmm3/m32, xmm4     | 16/32/64-bit     | FMA4       | VEX_Vfnmaddss_xmm_xmm_xmmm32_xmm
VFNMADDSS        | VEX.LIG.66.0F3A.W1 7A /r /is4  | VFNMADDSS xmm1, xmm2, xmm3, xmm4/m32     | 16/32/64-bit     | FMA4       | VEX_Vfnmaddss_xmm_xmm_xmm_xmmm32
VFNMSUB132PD     | VEX.128.66.0F38.W1 9E /r       | VFNMSUB132PD xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub132pd_xmm_xmm_xmmm128
VFNMSUB132PD     | VEX.256.66.0F38.W1 9E /r       | VFNMSUB132PD ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub132pd_ymm_ymm_ymmm256
VFNMSUB132PD     | EVEX.128.66.0F38.W1 9E /r      | VFNMSUB132PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub132pd_xmm_k1z_xmm_xmmm128b64
VFNMSUB132PD     | EVEX.256.66.0F38.W1 9E /r      | VFNMSUB132PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub132pd_ymm_k1z_ymm_ymmm256b64
VFNMSUB132PD     | EVEX.512.66.0F38.W1 9E /r      | VFNMSUB132PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub132pd_zmm_k1z_zmm_zmmm512b64_er
VFNMSUB132PS     | VEX.128.66.0F38.W0 9E /r       | VFNMSUB132PS xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub132ps_xmm_xmm_xmmm128
VFNMSUB132PS     | VEX.256.66.0F38.W0 9E /r       | VFNMSUB132PS ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub132ps_ymm_ymm_ymmm256
VFNMSUB132PS     | EVEX.128.66.0F38.W0 9E /r      | VFNMSUB132PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub132ps_xmm_k1z_xmm_xmmm128b32
VFNMSUB132PS     | EVEX.256.66.0F38.W0 9E /r      | VFNMSUB132PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub132ps_ymm_k1z_ymm_ymmm256b32
VFNMSUB132PS     | EVEX.512.66.0F38.W0 9E /r      | VFNMSUB132PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub132ps_zmm_k1z_zmm_zmmm512b32_er
VFNMSUB132SD     | VEX.LIG.66.0F38.W1 9F /r       | VFNMSUB132SD xmm1, xmm2, xmm3/m64        | 16/32/64-bit     | FMA        | VEX_Vfnmsub132sd_xmm_xmm_xmmm64
VFNMSUB132SD     | EVEX.LIG.66.0F38.W1 9F /r      | VFNMSUB132SD xmm1 {k1}{z}, xmm2, xmm3/m64{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub132sd_xmm_k1z_xmm_xmmm64_er
VFNMSUB132SS     | VEX.LIG.66.0F38.W0 9F /r       | VFNMSUB132SS xmm1, xmm2, xmm3/m32        | 16/32/64-bit     | FMA        | VEX_Vfnmsub132ss_xmm_xmm_xmmm32
VFNMSUB132SS     | EVEX.LIG.66.0F38.W0 9F /r      | VFNMSUB132SS xmm1 {k1}{z}, xmm2, xmm3/m32{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub132ss_xmm_k1z_xmm_xmmm32_er
VFNMSUB213PD     | VEX.128.66.0F38.W1 AE /r       | VFNMSUB213PD xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub213pd_xmm_xmm_xmmm128
VFNMSUB213PD     | VEX.256.66.0F38.W1 AE /r       | VFNMSUB213PD ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub213pd_ymm_ymm_ymmm256
VFNMSUB213PD     | EVEX.128.66.0F38.W1 AE /r      | VFNMSUB213PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub213pd_xmm_k1z_xmm_xmmm128b64
VFNMSUB213PD     | EVEX.256.66.0F38.W1 AE /r      | VFNMSUB213PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub213pd_ymm_k1z_ymm_ymmm256b64
VFNMSUB213PD     | EVEX.512.66.0F38.W1 AE /r      | VFNMSUB213PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub213pd_zmm_k1z_zmm_zmmm512b64_er
VFNMSUB213PS     | VEX.128.66.0F38.W0 AE /r       | VFNMSUB213PS xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub213ps_xmm_xmm_xmmm128
VFNMSUB213PS     | VEX.256.66.0F38.W0 AE /r       | VFNMSUB213PS ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub213ps_ymm_ymm_ymmm256
VFNMSUB213PS     | EVEX.128.66.0F38.W0 AE /r      | VFNMSUB213PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub213ps_xmm_k1z_xmm_xmmm128b32
VFNMSUB213PS     | EVEX.256.66.0F38.W0 AE /r      | VFNMSUB213PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub213ps_ymm_k1z_ymm_ymmm256b32
VFNMSUB213PS     | EVEX.512.66.0F38.W0 AE /r      | VFNMSUB213PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub213ps_zmm_k1z_zmm_zmmm512b32_er
VFNMSUB213SD     | VEX.LIG.66.0F38.W1 AF /r       | VFNMSUB213SD xmm1, xmm2, xmm3/m64        | 16/32/64-bit     | FMA        | VEX_Vfnmsub213sd_xmm_xmm_xmmm64
VFNMSUB213SD     | EVEX.LIG.66.0F38.W1 AF /r      | VFNMSUB213SD xmm1 {k1}{z}, xmm2, xmm3/m64{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub213sd_xmm_k1z_xmm_xmmm64_er
VFNMSUB213SS     | VEX.LIG.66.0F38.W0 AF /r       | VFNMSUB213SS xmm1, xmm2, xmm3/m32        | 16/32/64-bit     | FMA        | VEX_Vfnmsub213ss_xmm_xmm_xmmm32
VFNMSUB213SS     | EVEX.LIG.66.0F38.W0 AF /r      | VFNMSUB213SS xmm1 {k1}{z}, xmm2, xmm3/m32{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub213ss_xmm_k1z_xmm_xmmm32_er
VFNMSUB231PD     | VEX.128.66.0F38.W1 BE /r       | VFNMSUB231PD xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub231pd_xmm_xmm_xmmm128
VFNMSUB231PD     | VEX.256.66.0F38.W1 BE /r       | VFNMSUB231PD ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub231pd_ymm_ymm_ymmm256
VFNMSUB231PD     | EVEX.128.66.0F38.W1 BE /r      | VFNMSUB231PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub231pd_xmm_k1z_xmm_xmmm128b64
VFNMSUB231PD     | EVEX.256.66.0F38.W1 BE /r      | VFNMSUB231PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub231pd_ymm_k1z_ymm_ymmm256b64
VFNMSUB231PD     | EVEX.512.66.0F38.W1 BE /r      | VFNMSUB231PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub231pd_zmm_k1z_zmm_zmmm512b64_er
VFNMSUB231PS     | VEX.128.66.0F38.W0 BE /r       | VFNMSUB231PS xmm1, xmm2, xmm3/m128       | 16/32/64-bit     | FMA        | VEX_Vfnmsub231ps_xmm_xmm_xmmm128
VFNMSUB231PS     | VEX.256.66.0F38.W0 BE /r       | VFNMSUB231PS ymm1, ymm2, ymm3/m256       | 16/32/64-bit     | FMA        | VEX_Vfnmsub231ps_ymm_ymm_ymmm256
VFNMSUB231PS     | EVEX.128.66.0F38.W0 BE /r      | VFNMSUB231PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub231ps_xmm_k1z_xmm_xmmm128b32
VFNMSUB231PS     | EVEX.256.66.0F38.W0 BE /r      | VFNMSUB231PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vfnmsub231ps_ymm_k1z_ymm_ymmm256b32
VFNMSUB231PS     | EVEX.512.66.0F38.W0 BE /r      | VFNMSUB231PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub231ps_zmm_k1z_zmm_zmmm512b32_er
VFNMSUB231SD     | VEX.LIG.66.0F38.W1 BF /r       | VFNMSUB231SD xmm1, xmm2, xmm3/m64        | 16/32/64-bit     | FMA        | VEX_Vfnmsub231sd_xmm_xmm_xmmm64
VFNMSUB231SD     | EVEX.LIG.66.0F38.W1 BF /r      | VFNMSUB231SD xmm1 {k1}{z}, xmm2, xmm3/m64{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub231sd_xmm_k1z_xmm_xmmm64_er
VFNMSUB231SS     | VEX.LIG.66.0F38.W0 BF /r       | VFNMSUB231SS xmm1, xmm2, xmm3/m32        | 16/32/64-bit     | FMA        | VEX_Vfnmsub231ss_xmm_xmm_xmmm32
VFNMSUB231SS     | EVEX.LIG.66.0F38.W0 BF /r      | VFNMSUB231SS xmm1 {k1}{z}, xmm2, xmm3/m32{er} | 16/32/64-bit     | AVX512F    | EVEX_Vfnmsub231ss_xmm_k1z_xmm_xmmm32_er
VFNMSUBPD        | VEX.128.66.0F3A.W0 7D /r /is4  | VFNMSUBPD xmm1, xmm2, xmm3/m128, xmm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubpd_xmm_xmm_xmmm128_xmm
VFNMSUBPD        | VEX.256.66.0F3A.W0 7D /r /is4  | VFNMSUBPD ymm1, ymm2, ymm3/m256, ymm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubpd_ymm_ymm_ymmm256_ymm
VFNMSUBPD        | VEX.128.66.0F3A.W1 7D /r /is4  | VFNMSUBPD xmm1, xmm2, xmm3, xmm4/m128    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubpd_xmm_xmm_xmm_xmmm128
VFNMSUBPD        | VEX.256.66.0F3A.W1 7D /r /is4  | VFNMSUBPD ymm1, ymm2, ymm3, ymm4/m256    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubpd_ymm_ymm_ymm_ymmm256
VFNMSUBPS        | VEX.128.66.0F3A.W0 7C /r /is4  | VFNMSUBPS xmm1, xmm2, xmm3/m128, xmm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubps_xmm_xmm_xmmm128_xmm
VFNMSUBPS        | VEX.256.66.0F3A.W0 7C /r /is4  | VFNMSUBPS ymm1, ymm2, ymm3/m256, ymm4    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubps_ymm_ymm_ymmm256_ymm
VFNMSUBPS        | VEX.128.66.0F3A.W1 7C /r /is4  | VFNMSUBPS xmm1, xmm2, xmm3, xmm4/m128    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubps_xmm_xmm_xmm_xmmm128
VFNMSUBPS        | VEX.256.66.0F3A.W1 7C /r /is4  | VFNMSUBPS ymm1, ymm2, ymm3, ymm4/m256    | 16/32/64-bit     | FMA4       | VEX_Vfnmsubps_ymm_ymm_ymm_ymmm256
VFNMSUBSD        | VEX.LIG.66.0F3A.W0 7F /r /is4  | VFNMSUBSD xmm1, xmm2, xmm3/m64, xmm4     | 16/32/64-bit     | FMA4       | VEX_Vfnmsubsd_xmm_xmm_xmmm64_xmm
VFNMSUBSD        | VEX.LIG.66.0F3A.W1 7F /r /is4  | VFNMSUBSD xmm1, xmm2, xmm3, xmm4/m64     | 16/32/64-bit     | FMA4       | VEX_Vfnmsubsd_xmm_xmm_xmm_xmmm64
VFNMSUBSS        | VEX.LIG.66.0F3A.W0 7E /r /is4  | VFNMSUBSS xmm1, xmm2, xmm3/m32, xmm4     | 16/32/64-bit     | FMA4       | VEX_Vfnmsubss_xmm_xmm_xmmm32_xmm
VFNMSUBSS        | VEX.LIG.66.0F3A.W1 7E /r /is4  | VFNMSUBSS xmm1, xmm2, xmm3, xmm4/m32     | 16/32/64-bit     | FMA4       | VEX_Vfnmsubss_xmm_xmm_xmm_xmmm32
VFPCLASSPD       | EVEX.128.66.0F3A.W1 66 /r ib   | VFPCLASSPD k2 {k1}, xmm2/m128/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vfpclasspd_k_k1_xmmm128b64_imm8
VFPCLASSPD       | EVEX.256.66.0F3A.W1 66 /r ib   | VFPCLASSPD k2 {k1}, ymm2/m256/m64bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vfpclasspd_k_k1_ymmm256b64_imm8
VFPCLASSPD       | EVEX.512.66.0F3A.W1 66 /r ib   | VFPCLASSPD k2 {k1}, zmm2/m512/m64bcst, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vfpclasspd_k_k1_zmmm512b64_imm8
VFPCLASSPS       | EVEX.128.66.0F3A.W0 66 /r ib   | VFPCLASSPS k2 {k1}, xmm2/m128/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vfpclassps_k_k1_xmmm128b32_imm8
VFPCLASSPS       | EVEX.256.66.0F3A.W0 66 /r ib   | VFPCLASSPS k2 {k1}, ymm2/m256/m32bcst, imm8 | 16/32/64-bit     | AVX512VL and AVX512DQ | EVEX_Vfpclassps_k_k1_ymmm256b32_imm8
VFPCLASSPS       | EVEX.512.66.0F3A.W0 66 /r ib   | VFPCLASSPS k2 {k1}, zmm2/m512/m32bcst, imm8 | 16/32/64-bit     | AVX512DQ   | EVEX_Vfpclassps_k_k1_zmmm512b32_imm8
VFPCLASSSD       | EVEX.LIG.66.0F3A.W1 67 /r ib   | VFPCLASSSD k2 {k1}, xmm2/m64, imm8       | 16/32/64-bit     | AVX512DQ   | EVEX_Vfpclasssd_k_k1_xmmm64_imm8
VFPCLASSSS       | EVEX.LIG.66.0F3A.W0 67 /r ib   | VFPCLASSSS k2 {k1}, xmm2/m32, imm8       | 16/32/64-bit     | AVX512DQ   | EVEX_Vfpclassss_k_k1_xmmm32_imm8
VFRCZPD          | XOP.128.X9.W0 81 /r            | VFRCZPD xmm1, xmm2/m128                  | 16/32/64-bit     | XOP        | XOP_Vfrczpd_xmm_xmmm128
VFRCZPD          | XOP.256.X9.W0 81 /r            | VFRCZPD ymm1, ymm2/m256                  | 16/32/64-bit     | XOP        | XOP_Vfrczpd_ymm_ymmm256
VFRCZPS          | XOP.128.X9.W0 80 /r            | VFRCZPS xmm1, xmm2/m128                  | 16/32/64-bit     | XOP        | XOP_Vfrczps_xmm_xmmm128
VFRCZPS          | XOP.256.X9.W0 80 /r            | VFRCZPS ymm1, ymm2/m256                  | 16/32/64-bit     | XOP        | XOP_Vfrczps_ymm_ymmm256
VFRCZSD          | XOP.128.X9.W0 83 /r            | VFRCZSD xmm1, xmm2/m64                   | 16/32/64-bit     | XOP        | XOP_Vfrczsd_xmm_xmmm64
VFRCZSS          | XOP.128.X9.W0 82 /r            | VFRCZSS xmm1, xmm2/m32                   | 16/32/64-bit     | XOP        | XOP_Vfrczss_xmm_xmmm32
VGATHERDPD       | VEX.128.66.0F38.W1 92 /r       | VGATHERDPD xmm1, vm32x, xmm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherdpd_xmm_vm32x_xmm
VGATHERDPD       | VEX.256.66.0F38.W1 92 /r       | VGATHERDPD ymm1, vm32x, ymm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherdpd_ymm_vm32x_ymm
VGATHERDPD       | EVEX.128.66.0F38.W1 92 /vsib   | VGATHERDPD xmm1 {k1}, vm32x              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherdpd_xmm_k1_vm32x
VGATHERDPD       | EVEX.256.66.0F38.W1 92 /vsib   | VGATHERDPD ymm1 {k1}, vm32x              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherdpd_ymm_k1_vm32x
VGATHERDPD       | EVEX.512.66.0F38.W1 92 /vsib   | VGATHERDPD zmm1 {k1}, vm32y              | 16/32/64-bit     | AVX512F    | EVEX_Vgatherdpd_zmm_k1_vm32y
VGATHERDPS       | VEX.128.66.0F38.W0 92 /r       | VGATHERDPS xmm1, vm32x, xmm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherdps_xmm_vm32x_xmm
VGATHERDPS       | VEX.256.66.0F38.W0 92 /r       | VGATHERDPS ymm1, vm32y, ymm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherdps_ymm_vm32y_ymm
VGATHERDPS       | EVEX.128.66.0F38.W0 92 /vsib   | VGATHERDPS xmm1 {k1}, vm32x              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherdps_xmm_k1_vm32x
VGATHERDPS       | EVEX.256.66.0F38.W0 92 /vsib   | VGATHERDPS ymm1 {k1}, vm32y              | 16/32/64-bit     | AVX512VL and AVX512F | EVEX_Vgatherdps_ymm_k1_vm32y
VGATHERDPS       | EVEX.512.66.0F38.W0 92 /vsib   | VGATHERDPS zmm1 {k1}, vm32z              | 16/32/64-bit     | AVX512F    | EVEX_Vgatherdps_zmm_k1_vm32z
VGATHERPF0DPD    | EVEX.512.66.0F38.W1 C6 /1 /vsib | VGATHERPF0DPD vm32y {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf0dpd_vm32y_k1
VGATHERPF0DPS    | EVEX.512.66.0F38.W0 C6 /1 /vsib | VGATHERPF0DPS vm32z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf0dps_vm32z_k1
VGATHERPF0QPD    | EVEX.512.66.0F38.W1 C7 /1 /vsib | VGATHERPF0QPD vm64z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf0qpd_vm64z_k1
VGATHERPF0QPS    | EVEX.512.66.0F38.W0 C7 /1 /vsib | VGATHERPF0QPS vm64z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf0qps_vm64z_k1
VGATHERPF1DPD    | EVEX.512.66.0F38.W1 C6 /2 /vsib | VGATHERPF1DPD vm32y {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf1dpd_vm32y_k1
VGATHERPF1DPS    | EVEX.512.66.0F38.W0 C6 /2 /vsib | VGATHERPF1DPS vm32z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf1dps_vm32z_k1
VGATHERPF1QPD    | EVEX.512.66.0F38.W1 C7 /2 /vsib | VGATHERPF1QPD vm64z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf1qpd_vm64z_k1
VGATHERPF1QPS    | EVEX.512.66.0F38.W0 C7 /2 /vsib | VGATHERPF1QPS vm64z {k1}                 | 16/32/64-bit     | AVX512PF   | EVEX_Vgatherpf1qps_vm64z_k1
VGATHERQPD       | VEX.128.66.0F38.W1 93 /r       | VGATHERQPD xmm1, vm64x, xmm2             | 16/32/64-bit     | AVX2       | VEX_Vgatherqpd_xmm_vm64x_xmm
